shop,pref,ward,stations,genre,genres,tabelog_score,awards,feature,source_url
麺処 さとう 桜新町店,東京都,世田谷区,世田谷区・用賀駅,鶏清湯＆魚介豚骨・つけ麺,つけ麺/豚骨・博多/貝・魚介系/醤油・中華そば,3.56,,3種チャーシューが看板／桜新町すぐ,https://mendokorosato2012.com
中華そば ふじい 新中野店,東京都,中野区,中野区・新中野駅,醤油（中華そば）,醤油・中華そば,3.56,,大阪人気店の東京初出店（2025年1月）／徒歩3〜4分,https://tabelog.com/tokyo/A1319/A131902/13305795
麺屋 藤むら,東京都,北区,北区・王子駅,ラーメン,その他・創作,3.56,,王子駅前,https://tabelog.com/ramen/tokyo/A1323/A132303/rank
鶏そば かぐら屋,東京都,文京区,文京区・本郷三丁目駅,鶏白湯,鶏白湯,3.56,,濃熟鶏白湯、コスパ良,https://tabelog.com/tokyo/A1310/A131003/R3895/rstLst/ramen
濃厚鶏そば 晴壱,東京都,新宿区,新宿区・曙橋駅,鶏（濃厚）,その他・創作,3.56,,曙橋至近の濃厚鶏そば,https://tabelog.com/ramen/tokyo/A1309/A130903/rank
御天 井草本店,東京都,杉並区,杉並区・下井草駅,豚骨（九州系）,豚骨・博多/ご当地・地域系,3.56,,東京アレンジの濃厚九州豚骨,https://tabelog.com/tokyo/A1321/A132104/13000648
鼈（スッポン）,東京都,江戸川区,江戸川区・小岩駅,濃厚つけ麺,つけ麺,3.56,,タピオカ入り太麺のモチモチつけ麺,https://tabelog.com/tokyo/A1312/A131204/13138997
喜多方食堂 磯崎,東京都,江戸川区,江戸川区・船堀駅,喜多方,ご当地・地域系,3.56,,あっさり系,https://tabelog.com/ramen/tokyo/A1312/A131205/rank
ねじ式,東京都,渋谷区,渋谷区・幡ヶ谷駅,つけ麺・ラーメン（個性派）,つけ麺,3.56,,個性派の一杯,https://tabelog.com/tokyo/A1318/A131807/13115792
麺屋 蕃茄（ばんか）,東京都,練馬区,練馬区・大泉学園駅,つけ麺・ラーメン,つけ麺,3.56,,濃厚魚介つけ麺＋全粒粉麺、トマトチーズつけ麺／南口2分,https://tabelog.com/tokyo/A1321/A132103/13104201
中華そば 敦（アツシ）,東京都,葛飾区,葛飾区・亀有駅,無化調・自家製麺,その他・創作,3.56,,鶏＋昆布節系の透明感ある清湯,https://tabelog.com/tokyo/A1324/A132403/13153745
神の海老天ラーメン,神奈川県,横浜南西部,横浜南西部・天王町駅 / 星川駅,ラーメン,その他・創作,3.56,,海老天のせの濃厚な一杯（星川）,https://tabelog.com/ramen/kanagawa/A1401/A140301/rank
ラーメン壱六家 磯子本店,神奈川県,横浜南西部,横浜南西部・磯子駅 / 根岸駅,家系,家系,3.56,,壱六家の本店、横浜家系の老舗（磯子）,https://tabelog.com/ramen/kanagawa/A1401/A140308/rank
中華そば うめや,神奈川県,横浜南西部,横浜南西部・金沢文庫駅,塩・貝出汁,貝・魚介系/塩,3.56,,貝の旨みの塩、駅3分,https://tabelog.com/ramen/kanagawa/A1401/A140310/rank
なか乃中華そば,神奈川県,県央・相模原,県央・相模原・中央林間駅,中華そば,醤油・中華そば,3.56,,鶏ガラ＋煮干しの淡麗醤油、駅475m,https://tabelog.com/kanagawa/C14213/C39592/rstLst/ramen
狼煙 浦和店,埼玉県,さいたま市,さいたま市・浦和駅,つけ麺,つけ麺,3.55,,濃厚魚介豚骨つけ麺の有名チェーン,https://tabelog.com/ramen/saitama/A1101/A110102/rank
娘娘（にゃんにゃん）浦和仲町店,埼玉県,さいたま市,さいたま市・浦和駅,スタミナラーメン,その他・創作,3.55,,埼玉ソウルフード、醤油餡かけのピリ辛、西口8分,https://tabelog.com/saitama/A1101/A110102/11057980
丸長,埼玉県,さいたま市北部,さいたま市北部・宮原駅,つけ麺・ラーメン,つけ麺,3.55,,1982年創業、和風つけ麺の老舗、西口6分,https://tabelog.com/saitama/A1101/A110103/R9817/rstLst/ramen
自家製麺 一乃瀬,埼玉県,さいたま市北部,さいたま市北部・西大宮駅 / 指扇駅,ラーメン・つけ麺,つけ麺,3.55,,西区随一、自家製麺＋白醤油の琥珀色スープ、指扇8分,https://tabelog.com/saitama/A1101/A110103/R4356/rstLst/ramen
横浜ラーメン 武蔵家 志木店,埼玉県,西武沿線エリア,西武沿線エリア・志木駅,家系,家系,3.55,,駅至近の人気家系、駅1分,https://tabelog.com/saitama/A1103/A110302/R4568/rstLst/ramen
麺屋 音 南越谷店,埼玉県,越谷・草加・春日部,越谷・草加・春日部・新越谷駅,ラーメン,その他・創作,3.55,,北千住の行列店系列、濃厚煮干しそば、駅113m,https://tabelog.com/saitama/A1102/A110203/R9613/rstLst/ramen
SHIBIRE-NOODLES 蝋燭屋 京橋エドグラン店,東京都,中央区,中央区・京橋駅,麻婆麺・担々麺,担々麺・四川・麻婆,3.55,,痺れる麻婆麺,https://tabelog.com/tokyo/A1302/A130202/13259845
東京スタイルみそらーめん ど・みそ 京橋本店,東京都,中央区,中央区・銀座駅,味噌,味噌,3.55,,濃厚味噌の有名店本店,https://tabelog.com/tokyo/A1301/A130101/13031470
昆布の塩らー麺専門店 MANNISH 東日本橋店,東京都,中央区,中央区・馬喰横山駅,塩,塩,3.55,,昆布旨みの塩らー麺専門,https://tabelog.com/tokyo/A1302/A130204/13256365
四川担々麺 赤い鯨 人形町店,東京都,中央区,中央区・浜町駅,担々麺,担々麺・四川・麻婆,3.55,,四川系担々麺の人気店,https://tabelog.com/tokyo/A1302/A130204/13246558
ラーメン ねぎとん,東京都,江戸川区,江戸川区・平井駅,ラーメン,その他・創作,3.55,,駅至近(26m)の地元人気店,https://tabelog.com/tokyo/C13123/C37021/rstLst/ramen
らーめん 勝（かつ）,東京都,江戸川区,江戸川区・篠崎駅,ラーメン・味噌,味噌,3.55,,カウンター6〜8席で丁寧に作る人気店,https://tabelog.com/tokyo/A1312/A131205/13008094
麺屋福丸,東京都,渋谷区,渋谷区・笹塚駅,鴨だし塩つけ麺 等,つけ麺/鴨/塩,3.55,,笹塚1位,https://tabelog.com/tokyo/A1318/A131808/13208773
鶏そば・ラーメン Tonari,東京都,渋谷区,渋谷区・神泉駅,鶏＋魚介（無化調）,貝・魚介系,3.55,,白醤油鶏そば・牡蠣ラーメン等／駅1分・日祝休,https://tabelog.com/tokyo/A1303/A130301/13196746
中華そば むら田,東京都,目黒区,目黒区・中目黒駅,無化調・鶏醤油,醤油・中華そば,3.55,,柴沼醤油使用、火曜は担々麺,https://tabelog.com/tokyo/A1317/A131701/13154917
エキトンの店 井の庄,東京都,練馬区,練馬区・大泉学園駅,ラーメン・つけ麺,つけ麺,3.55,,井の庄系の駅近店／駅2分,https://tabelog.com/tokyo/A1321/A132103/R1635/rstLst/ramen
無極大将,東京都,荒川区,荒川区・荒川区役所前停留場,ラーメン居酒屋（豚骨塩）,豚骨・博多/塩,3.55,,台湾出身店主の豚骨塩／停留場2分・深夜営業,https://tabelog.com/tokyo/A1324/A132401/13276970
虹屋,東京都,足立区,足立区・梅島駅・五反野駅,中華・担々麺,担々麺・四川・麻婆,3.55,,「5辛は汗ダク」の担々麺、梅島エリア最高点／駅190m,https://tabelog.com/tokyo/A1324/A132404/R1363/rstLst/ramen
手打ち中華そば 酒田 河原町店,神奈川県,川崎市南部,川崎市南部・矢向駅,中華そば（手打ち）,醤油・中華そば,3.55,,矢向駅タグの手打ち中華そば（幸区側）,https://tabelog.com/ramen/kanagawa/A1405/A140503/rank
横浜中華そば 維新商店 みなとみらい店,神奈川県,横浜中心部,横浜中心部,生姜醤油中華そば,醤油・中華そば,3.55,,生姜醤油ワンタンそば、馬車道直結,https://tabelog.com/kanagawa/A1401/A140104/14080195
らーめん桃源,神奈川県,横浜北部,横浜北部・綱島駅,塩,塩,3.55,,魚介の深みのうま辛塩、行列店,https://tabelog.com/ramen/kanagawa/A1401/A140204/rank
鶴亀,神奈川県,横浜北部,横浜北部・大倉山駅,醤油,醤油・中華そば,3.55,,王道の中華そば、駅近の人気店（大倉山）,https://tabelog.com/ramen/kanagawa/A1401/A140204/rank
らーめんシゲトミ,神奈川県,横浜北部,横浜北部・大倉山駅,塩・鶏,塩,3.55,,大山鶏のわんたんめん塩（大倉山）,https://tabelog.com/ramen/kanagawa/A1401/A140204/rank
しんの助,神奈川県,横浜南西部,横浜南西部・戸塚駅,中華そば,醤油・中華そば,3.55,,柔らか角煮が名物、火休,https://tabelog.com/ramen/kanagawa/A1401/A140305/rank
らーめん 麺の月,神奈川県,湘南・県西,湘南・県西・湘南台駅,ラーメン・担々麺,担々麺・四川・麻婆,3.55,,7段階の辛さが選べる担々麺、行列店,https://tabelog.com/kanagawa/A1404/A140405/14043456
中華 のんち,神奈川県,湘南・県西,湘南・県西・茅ケ崎駅,ラーメン（中華）,その他・創作,3.55,,北茅ケ崎・茅ケ崎圏の地元人気店,https://tabelog.com/ramen/kanagawa/A1404/A140406/rank
麺匠 むさし坊 武蔵浦和店,埼玉県,さいたま市,さいたま市・武蔵浦和駅,鶏白湯（無化調）,鶏白湯,3.54,,クリーミーな鶏白湯、家族連れにも人気,https://tabelog.com/ramen/saitama/A1101/A110102/rank
煮干らぁめん 樹鈴（KIRIN）,埼玉県,越谷・草加・春日部,越谷・草加・春日部・三郷中央駅,煮干し,煮干し,3.54,,濃厚・淡麗・背脂が選べる、三郷中央6分,https://tabelog.com/saitama/A1102/A110205/11060128
豪徳寺ラーメン りらくしん,東京都,世田谷区,世田谷区・用賀駅,二郎系・辛味噌,二郎・二郎系/味噌,3.54,,麺量150〜450g、辛味噌が人気／豪徳寺,https://tabelog.com/tokyo/A1318/A131813/13013897
中華そば 青葉 中野本店,東京都,中野区,中野区・中野駅,醤油・Wスープ（豚骨魚介）/つけ麺,つけ麺/豚骨・博多/貝・魚介系/醤油・中華そば,3.54,,「ダブルスープ」発祥の超有名店、無休／北口2分,https://tabelog.com/tokyo/A1319/A131902/13001092
ラーメン ぶぅさん,東京都,品川区,品川区・戸越銀座駅,ラーメン,その他・創作,3.54,,荏原中延・戸越公園エリアの実力店,https://tabelog.com/ramen/tokyo/A1317/A131712/rank
阿佐谷ホープ軒,東京都,杉並区,杉並区・阿佐ケ谷駅,背脂醤油,醤油・中華そば,3.54,,深夜営業の地元定番老舗,https://tabelog.com/tokyo/A1319/A131905/13011718
元祖まぐろラーメン 本店,東京都,板橋区,板橋区・板橋本町駅,まぐろ出汁,貝・魚介系,3.54,,ユニークなまぐろ出汁,https://tabelog.com/ramen/tokyo/A1322/A132205/rank
タンメン トナリ 西葛西店,東京都,江戸川区,江戸川区・西葛西駅,タンメン,ご当地・地域系,3.54,,野菜たっぷりタンメン,https://tabelog.com/ramen/tokyo/A1313/A131305/rank
巓（いただき）,東京都,江戸川区,江戸川区・西葛西駅,家系,家系,3.54,,豚骨魚介の濃厚,https://tabelog.com/ramen/tokyo/A1313/A131305/rank
やじ満,東京都,江東区,江東区・市場前駅・新豊洲駅,中華・ラーメン,その他・創作,3.54,,豊洲市場の市場メシ、冬季「牡蠣ラーメン」／市場前・朝〜昼,https://tabelog.com/tokyo/A1313/A131307/13227694
豚一頭清湯麺,東京都,渋谷区,渋谷区・代々木駅,豚清湯・昆布水つけ麺,つけ麺/醤油・中華そば,3.54,,「水と豚だけ」の清湯,https://tabelog.com/tokyo/A1304/A130403/13280965
まだ洞くつ家,東京都,練馬区,練馬区・武蔵関駅,家系,家系,3.54,,濃厚だがしつこくない豚骨醤油、深夜営業／駅1分,https://tabelog.com/tokyo/A1321/A132105/rstLst/ramen
コッテリの塩らー麺専門店 MANNISH 日暮里,東京都,荒川区,荒川区・日暮里駅,塩,塩,3.54,,背脂たっぷりの「コッテリ塩」,https://tabelog.com/tokyo/A1311/A131105/13274701
タナカタロウ,東京都,荒川区,荒川区・町屋駅前・荒川二丁目停留場,支那ソバ・ワンタン麺,ワンタン麺/醤油・中華そば,3.54,,渋谷「麺屋ぬかじ」出身の正統派／町屋駅前近く・月休,https://tabelog.com/tokyo/A1324/A132401/13233129
オリオン食堂,東京都,豊島区,豊島区・東長崎駅,つけ麺・ラーメン（町中華系）,つけ麺,3.54,,豚骨＋鶏ガラのコク醤油、万能型／駅230m,https://tabelog.com/tokyo/A1321/A132101/R8255/rstLst/ramen
中華そば光,神奈川県,川崎市北部,川崎市北部・武蔵中原駅 / 武蔵新城駅,和風中華そば,醤油・中華そば,3.54,,竹末東京Premium出身（武蔵中原/武蔵新城）,https://tabelog.com/ramen/kanagawa/A1405/A140504/rank
川崎家 榎町店,神奈川県,川崎市南部,川崎市南部・港町駅 / 川崎大師駅 / 小島新田駅,家系,家系,3.54,,川崎の家系の草分け、朝7時〜（港町・京急川崎圏）,https://tabelog.com/kanagawa/A1405/A140502/14013754
ラーメンショップ 大師店,神奈川県,川崎市南部,川崎市南部・港町駅 / 川崎大師駅 / 小島新田駅,ラーメン・つけ麺,つけ麺,3.54,,ネギラーメンが看板、川崎大師5分,https://tabelog.com/kanagawa/A1405/A140502/R2859/rstLst/ramen
塩らー麺 本丸亭 横浜元町店,神奈川県,横浜中心部,横浜中心部,塩ラーメン,塩,3.54,,澄んだ塩清湯、元町中華街圏のトップ,https://tabelog.com/ramen/kanagawa/A1401/A140105/rank
ラーメン246亭,神奈川県,横浜北部,横浜北部・青葉台駅,ラーメン,その他・創作,3.54,,季節限定も人気の実力店,https://tabelog.com/ramen/kanagawa/A1401/A140202/rank
赤ひげラーメン,神奈川県,横浜南西部,横浜南西部・新杉田駅,濃厚系,その他・創作,3.54,,新杉田の老舗人気,https://tabelog.com/ramen/kanagawa/A1401/A140308/rank
ヌードルワークス 藤沢店,神奈川県,湘南・県西,湘南・県西・藤沢駅,大分豚骨,豚骨・博多,3.54,,濃厚クリーミーな「泡らぁめん」,https://tabelog.com/ramen/kanagawa/A1404/A140404/rank
ラーメン まるとも,神奈川県,湘南・県西,湘南・県西・湘南台駅,ラーメン（野菜たっぷり）,その他・創作,3.54,,八百屋プロデュース、山盛り野菜、東口5〜7分,https://tabelog.com/kanagawa/A1404/A140405/14003733
自家製麺 牡蠣工房 Uguisu,神奈川県,湘南・県西,湘南・県西・辻堂駅,ラーメン（牡蠣）,貝・魚介系,3.54,,「牡蠣しじみラーメン」、西口5分,https://tabelog.com/ramen/kanagawa/A1404/A140404/rank
らーめん・はやし,埼玉県,埼玉,埼玉・上尾駅 / 北上尾駅,煮干し清湯中華そば,煮干し/醤油・中華そば,3.53,,元仏伊シェフ、国産8素材の澄んだスープ、上尾東口3分・現金のみ,https://tabelog.com/saitama/A1104/A110401/11054151
大勝軒 東川口,埼玉県,川口・蕨・戸田,川口・蕨・戸田・東川口駅,ラーメン・つけ麺,つけ麺,3.53,,東池袋系の王道もりそば、駅3分,https://tabelog.com/saitama/A1102/A110201/R8182/rstLst/ramen
中華そば 千乃鶏 志木店,埼玉県,西武沿線エリア,西武沿線エリア・志木駅,鶏白湯,鶏白湯,3.53,,濃厚鶏白湯が看板、駅3分,https://tabelog.com/saitama/A1103/A110302/R4568/rstLst/ramen
麺処 むら井,埼玉県,越谷・草加・春日部,越谷・草加・春日部・武里駅,ラーメン,その他・創作,3.53,,昆布水と多彩な味変（春日部）,https://tabelog.com/ramen/saitama/A1102/A110204/rank
ウミのチカラ,東京都,千代田区,千代田区・末広町駅,鯛（濃厚）,貝・魚介系,3.53,,鯛出汁の一杯（末広町最寄り）,https://tabelog.com/ramen/tokyo/A1310/A131001/rank
麺家 ぶらいとん,東京都,品川区,品川区・旗の台駅,ラーメン,その他・創作,3.53,,毎朝打つ自家製麺×豚骨醤油、行列／旗の台1分,https://tabelog.com/ramen/tokyo/A1317/A131712/rank
